case,phase,bucket_start,price_close,price_trade_count,tvl_token_close,volume_turnover,net_lp_flow_ratio,withdrawal_ratio,liquidity_removed_token,net_lp_flow_token,future_24h_log_return,gross_lp_activity_ratio,actual_transfer_net_ratio,actual_transfer_net_token
CEL,incident_preceding,2022-05-28 17:00:00+00:00,0.0003025262326,8,1318563.166,0.005509151307,0,0,0,0,,0,-0.002033271646,-2686.4594
CEL,incident_preceding,2022-05-28 18:00:00+00:00,0.0003089073708,7,1313802.142,0.006854343527,-0.0001879542114,0.0001879542114,247.8295,-247.8295,0.04427955233,0.0001879542114,-0.003610766874,-4761.0242
CEL,incident_preceding,2022-05-28 19:00:00+00:00,0.0003105391177,9,1313813.195,0.00477325337,0,0,0,0,,0,8.413671778e-06,11.0539
CEL,incident_preceding,2022-05-28 20:00:00+00:00,0.0003105391177,0,1313813.195,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-28 21:00:00+00:00,0.0003098281957,7,1314385.586,0.004819543769,0,0,0,0,-0.01501748804,0,0.000435670765,572.39
CEL,incident_preceding,2022-05-28 22:00:00+00:00,0.000304492495,6,1316662.764,0.002017214301,0,0,0,0,,0,0.001732503936,2277.1782
CEL,incident_preceding,2022-05-28 23:00:00+00:00,0.0003044329243,3,1316899.293,0.0004958628876,0,0,0,0,0.01583240046,0,0.0001796432667,236.5296
CEL,incident_preceding,2022-05-29 00:00:00+00:00,0.0003049890803,34,1316923.325,0.06681287814,0,0,0,0,0.01257595058,0,1.824892771e-05,24.032
CEL,incident_preceding,2022-05-29 01:00:00+00:00,0.0002921029637,9,1323679.66,0.008536467601,0,0,0,0,0.02992201315,0,0.005130393524,6756.3349
CEL,incident_preceding,2022-05-29 02:00:00+00:00,0.0002916034039,1,1323178.267,0.0003787875685,0,0,0,0,0.05469565751,0,-0.0003787875685,-501.3934
CEL,incident_preceding,2022-05-29 03:00:00+00:00,0.0003080120156,4,1321343.739,0.01380148485,0,0,0,0,,0,-0.001386455662,-1834.528
CEL,incident_preceding,2022-05-29 04:00:00+00:00,0.0002971764132,5,1321367.879,0.00118505144,0,0,0,0,-0.005078164439,0,1.826905391e-05,24.1397
CEL,incident_preceding,2022-05-29 05:00:00+00:00,0.0002968333041,1,1321037.879,0.0002497412003,0,0,0,0,0.008965666207,0,-0.0002497412003,-330
CEL,incident_preceding,2022-05-29 06:00:00+00:00,0.0002968333041,0,1321037.879,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-29 07:00:00+00:00,0.0003100214113,13,1313840.711,0.02429323089,0,0,0,0,0.07041449892,0,-0.005448115847,-7197.1674
CEL,incident_preceding,2022-05-29 08:00:00+00:00,0.0003086177256,4,1315090.867,0.00101633188,0,0,0,0,0.1084204907,0,0.0009515279816,1250.1562
CEL,incident_preceding,2022-05-29 09:00:00+00:00,0.0003086177256,0,1315090.867,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-29 10:00:00+00:00,0.0003061941724,7,1316555.325,0.005980756612,0,0,0,0,0.1298315924,0,0.001113579477,1464.4582
CEL,incident_preceding,2022-05-29 11:00:00+00:00,0.0003077286312,9,1315638.551,0.007121218621,0,0,0,0,0.09719425162,0,-0.0006963431633,-916.7743
CEL,incident_preceding,2022-05-29 12:00:00+00:00,0.0003264235095,39,1303567.672,0.08106835704,0,0,0,0,,0,-0.009174920565,-12070.8792
CEL,incident_preceding,2022-05-29 13:00:00+00:00,0.0003159571215,46,1310709.895,0.07720566363,0,0,0,0,0.05258547259,0,0.005478981071,7142.2226
CEL,incident_preceding,2022-05-29 14:00:00+00:00,0.0003232441798,14,1304186.381,0.0280253328,-0.001540195819,0.001540195819,2018.7499,-2018.7499,0.03693222311,0.001540195819,-0.0049770845,-6523.5139
CEL,incident_preceding,2022-05-29 15:00:00+00:00,0.0003259586696,4,1301134.845,0.003106562267,0,0,0,0,0.04098517145,0,-0.002339800695,-3051.5362
CEL,incident_preceding,2022-05-29 16:00:00+00:00,0.0003239702393,3,1304119.696,0.003062596715,0,0,0,0,,0,0.002294036865,2984.8513
CEL,incident_preceding,2022-05-29 17:00:00+00:00,0.0003239702393,0,1304119.696,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-29 18:00:00+00:00,0.0003228930046,24,1306205.623,0.05799780269,0,0,0,0,0.02077249386,0,0.001599490604,2085.9272
CEL,incident_preceding,2022-05-29 19:00:00+00:00,0.0003228930046,0,1306205.623,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-29 20:00:00+00:00,0.0003497265691,7,1310328.349,0.03585586739,0.001783792658,0,0,2330,-0.04407003434,0.001783792658,0.003156261256,4122.7262
CEL,incident_preceding,2022-05-29 21:00:00+00:00,0.0003052101173,10,1316443.604,0.05598987547,0,0,0,0,0.1203748944,0,0.00466696405,6115.2553
CEL,incident_preceding,2022-05-29 22:00:00+00:00,0.0003052101173,0,1316443.604,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-29 23:00:00+00:00,0.0003092911858,2,1316688.411,0.002624614445,0,0,0,0,0.2548610029,0,0.0001859606436,244.8067
CEL,incident_preceding,2022-05-30 00:00:00+00:00,0.000308848827,4,1317627.866,0.007396931816,0,0,0,0,0.2050954068,0,0.0007134978876,939.4544
CEL,incident_preceding,2022-05-30 01:00:00+00:00,0.0003009753503,9,1320996.477,0.00636182265,0,0,0,0,0.2370561636,0,0.002556572829,3368.6116
CEL,incident_preceding,2022-05-30 02:00:00+00:00,0.0003079970888,12,1318702.178,0.01949514154,0,0,0,0,0.2150545297,0,-0.001736794412,-2294.2993
CEL,incident_preceding,2022-05-30 03:00:00+00:00,0.0003079970888,0,1318702.178,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-30 04:00:00+00:00,0.0002956711278,4,1323302.956,0.003987750675,0,0,0,0,0.3181741602,0,0.003488868356,4600.7783
CEL,incident_preceding,2022-05-30 05:00:00+00:00,0.0002995065784,5,1320860.862,0.002377559791,0,0,0,0,0.2961394236,0,-0.001845453823,-2442.0945
CEL,incident_preceding,2022-05-30 06:00:00+00:00,0.0003029536767,1,1319617.52,0.0009413117884,0,0,0,0,0.2626362757,0,-0.0009413117884,-1243.3419
CEL,incident_preceding,2022-05-30 07:00:00+00:00,0.0003326383496,15,1299829.72,0.04908437098,0,0,0,0,0.1689301626,0,-0.01499510245,-19787.7999
CEL,incident_preceding,2022-05-30 08:00:00+00:00,0.0003439594827,11,1289426.318,0.02288766401,0,0,0,0,,0,-0.008003665512,-10403.4023
CEL,incident_preceding,2022-05-30 09:00:00+00:00,0.0003556666953,21,1276856.612,0.03735415475,0,0,0,0,0.08853203075,0,-0.009748292654,-12569.7051
CEL,incident_preceding,2022-05-30 10:00:00+00:00,0.0003486438951,5,1284503.884,0.005989138816,0,0,0,0,0.1103332457,0,0.005989138816,7647.2715
CEL,incident_preceding,2022-05-30 11:00:00+00:00,0.0003391398566,16,1293369.009,0.02689431743,0,0,0,0,0.1445443996,0,0.00690159439,8865.1248
CEL,incident_preceding,2022-05-30 12:00:00+00:00,0.0003391398566,0,1293369.009,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-30 13:00:00+00:00,0.0003330164824,5,1301992.316,0.01082743688,0,0,0,0,0.1516413482,0,0.006667321268,8623.3067
CEL,incident_preceding,2022-05-30 14:00:00+00:00,0.0003354054959,6,1296084.927,0.004537191218,0,0,0,0,0.1596470017,0,-0.004537191218,-5907.3881
CEL,incident_preceding,2022-05-30 15:00:00+00:00,0.0003395956905,6,1298351.129,0.01726866444,0,0,0,0,0.1470560397,0,0.001748497689,2266.2015
CEL,incident_preceding,2022-05-30 16:00:00+00:00,0.0003395956905,0,1293087.907,0,-0.003984423385,0.003984423385,5173.1806,-5173.1806,,0.003984423385,-0.004053774193,-5263.2223
CEL,incident_preceding,2022-05-30 17:00:00+00:00,0.0003343498945,2,1291488.064,0.00133609617,0,0,0,0,0.2494324495,0,-0.001237226481,-1599.8426
CEL,incident_preceding,2022-05-30 18:00:00+00:00,0.000329670446,3,1295582.184,0.003170080014,0,0,0,0,0.2402413102,0,0.003170080014,4094.1205
CEL,incident_preceding,2022-05-30 19:00:00+00:00,0.0003369485963,13,1292863.499,0.03591547086,0,0,0,0,0.2562299708,0,-0.002098427666,-2718.6855
CEL,incident_preceding,2022-05-30 20:00:00+00:00,0.0003346487866,2,1292395.738,0.000361802619,0,0,0,0,,0,-0.000361802619,-467.7614
CEL,incident_preceding,2022-05-30 21:00:00+00:00,0.0003442524804,13,1283042.349,0.01662508439,0,0,0,0,0.2043571135,0,-0.007237248103,-9353.3886
CEL,incident_preceding,2022-05-30 22:00:00+00:00,0.0003467136026,7,1274911.307,0.01575532165,-0.0052147246,0.0052147246,6690.7125,-6690.7125,,0.0052147246,-0.006337313656,-8131.0418
CEL,incident_preceding,2022-05-30 23:00:00+00:00,0.0003990729311,49,1237930.789,0.09596719882,0,0,0,0,0.06936958534,0,-0.02900634616,-36980.5187
CEL,incident_preceding,2022-05-31 00:00:00+00:00,0.0003791558488,30,1251894.659,0.1399135201,0,0,0,0,0.1190913762,0,0.01128000913,13963.8706
CEL,incident_preceding,2022-05-31 01:00:00+00:00,0.0003814899596,5,1247802.1,0.004219094204,0,0,0,0,0.09939846889,0,-0.003269092387,-4092.5593
CEL,incident_preceding,2022-05-31 02:00:00+00:00,0.0003818946788,7,1236671.723,0.02430544067,-0.009519864089,0.009519864089,11878.9064,-11878.9064,0.1016886435,0.009519864089,-0.00891998531,-11130.3764
CEL,incident_preceding,2022-05-31 03:00:00+00:00,0.0003943051921,7,1229033.501,0.01936454246,0,0,0,0,0.06732325612,0,-0.006176434825,-7638.2223
CEL,incident_preceding,2022-05-31 04:00:00+00:00,0.0004064341576,10,1224240.716,0.03312586497,0,0,0,0,0.03843783478,0,-0.003899637557,-4792.7852
CEL,incident_preceding,2022-05-31 05:00:00+00:00,0.0004027338031,4,1223918.336,0.007640605135,0,0,0,0,,0,-0.0002633303204,-322.3797
CEL,incident_preceding,2022-05-31 06:00:00+00:00,0.0003939469231,5,1228994.456,0.00879618156,0,0,0,0,0.07392701077,0,0.004147433166,5076.1195
CEL,incident_preceding,2022-05-31 07:00:00+00:00,0.0003938562619,2,1229457.893,0.0008408800342,0,0,0,0,0.03713953217,0,0.0003770862414,463.4369
CEL,incident_preceding,2022-05-31 08:00:00+00:00,0.0003938562619,0,1229457.893,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-31 09:00:00+00:00,0.0003885904938,13,1233044.749,0.0337736345,0,0,0,0,0.04230076596,0,0.002917429561,3586.8568
CEL,incident_preceding,2022-05-31 10:00:00+00:00,0.0003893132499,1,1231871.266,0.0009516960358,0,0,0,0,0.03456138811,0,-0.0009516960358,-1173.4838
CEL,incident_preceding,2022-05-31 11:00:00+00:00,0.0003918805125,1,1231845.971,2.053355793e-05,0,0,0,0,0.02474193461,0,-2.053355793e-05,-25.2947
CEL,incident_preceding,2022-05-31 12:00:00+00:00,0.0003857787249,4,1235047.549,0.003678806042,0,0,0,0,,0,0.002599008054,3201.5776
CEL,incident_preceding,2022-05-31 13:00:00+00:00,0.000387545528,2,1234599.313,0.0003629295087,0,0,0,0,0.0374760189,0,-0.0003629295087,-448.2352
CEL,incident_preceding,2022-05-31 14:00:00+00:00,0.0003934630793,8,1231091.48,0.01330913206,0,0,0,0,0.01432718421,0,-0.00284127268,-3507.8333
CEL,incident_preceding,2022-05-31 15:00:00+00:00,0.000393394059,3,1228472.492,0.006591796087,0,0,0,0,,0,-0.002127371071,-2618.9884
CEL,incident_preceding,2022-05-31 16:00:00+00:00,0.0004128510796,12,1218424.463,0.0271916687,0,0,0,0,,0,-0.008179286283,-10048.0282
CEL,incident_preceding,2022-05-31 17:00:00+00:00,0.0004290701744,5,1208464.36,0.01020530224,0,0,0,0,-0.05076500403,0,-0.008174575773,-9960.1031
CEL,incident_preceding,2022-05-31 18:00:00+00:00,0.0004191944181,11,1212838.384,0.02824848835,0,0,0,0,,0,0.003619489448,4374.024
CEL,incident_preceding,2022-05-31 19:00:00+00:00,0.0004353543758,4,1207692.445,0.01411593797,0,0,0,0,-0.08394009413,0,-0.004242889874,-5145.9397
CEL,incident_preceding,2022-05-31 20:00:00+00:00,0.0004353543758,0,1207692.445,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-31 21:00:00+00:00,0.0004223069656,10,1213617.76,0.04368319164,0,0,0,0,-0.05417193038,0,0.004906311476,5925.3153
CEL,incident_preceding,2022-05-31 22:00:00+00:00,0.0004223069656,0,1213617.76,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-31 23:00:00+00:00,0.0004277392454,3,1208248.643,0.004424059352,0,0,0,0,-0.08080544082,0,-0.004424059352,-5369.117
CEL,incident_preceding,2022-06-01 00:00:00+00:00,0.0004271087682,1,1210055.872,0.001495742545,0,0,0,0,-0.08004984785,0,0.001495742545,1807.2289
CEL,incident_preceding,2022-06-01 01:00:00+00:00,0.0004213580727,2,1212848.628,0.002307956488,0,0,0,0,-0.08909022913,0,0.002307956488,2792.7563
CEL,incident_preceding,2022-06-01 02:00:00+00:00,0.0004227722019,1,1212754.015,7.800940514e-05,0,0,0,0,-0.09652300236,0,-7.800940514e-05,-94.6136
CEL,incident_preceding,2022-06-01 03:00:00+00:00,0.000421765075,6,1212285.009,0.01129519708,0,0,0,0,-0.1022857221,0,-0.0003867278891,-469.0058
CEL,incident_preceding,2022-06-01 04:00:00+00:00,0.0004223607374,3,1211771.749,0.006247131941,0,0,0,0,-0.09754175956,0,-0.0004233816275,-513.2592
CEL,incident_preceding,2022-06-01 05:00:00+00:00,0.0004223607374,0,1211724.149,0,0,0,0,0,,0,-3.928173769e-05,-47.6005
CEL,incident_preceding,2022-06-01 06:00:00+00:00,0.0004241737666,1,1212020.427,0.0002445095282,0,0,0,0,,0,0.0002445095282,296.2781
CEL,incident_preceding,2022-06-01 07:00:00+00:00,0.0004087589252,8,1219813.058,0.01380827355,0,0,0,0,-0.08287714632,0,0.006429454757,7792.6305
CEL,incident_preceding,2022-06-01 08:00:00+00:00,0.0004038767312,4,1221947.545,0.008812426161,0,0,0,0,-0.03957636572,0,0.00174984805,2134.4875
CEL,incident_preceding,2022-06-01 09:00:00+00:00,0.0004053807869,2,1222426.344,0.001185371095,0,0,0,0,-0.04039746634,0,0.0003918329407,478.7993
CEL,incident_preceding,2022-06-01 10:00:00+00:00,0.0004030036735,1,1222515.606,7.302035039e-05,0,0,0,0,-0.0385131241,0,7.302035039e-05,89.262
CEL,incident_preceding,2022-06-01 11:00:00+00:00,0.0004016973374,1,1225217.994,0.002210513621,0,0,0,0,0.07133962438,0,0.002210513621,2702.3874
CEL,incident_preceding,2022-06-01 12:00:00+00:00,0.0004016973374,0,1225217.994,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-01 13:00:00+00:00,0.0004023447679,1,1223720.869,0.001221924921,0,0,0,0,0.07389660121,0,-0.001221924921,-1497.1244
CEL,incident_preceding,2022-06-01 14:00:00+00:00,0.0003991408736,7,1224629.446,0.01978903662,0,0,0,0,0.08268201583,0,0.0007424705443,908.5767
CEL,incident_preceding,2022-06-01 15:00:00+00:00,0.0003991408736,0,1224629.446,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-01 16:00:00+00:00,0.0003991408736,0,1224629.446,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-01 17:00:00+00:00,0.0004078320625,2,1223405.755,0.005037962479,0,0,0,0,0.05697783797,0,-0.0009992340164,-1223.6914
CEL,incident_preceding,2022-06-01 18:00:00+00:00,0.0004078320625,0,1223405.755,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-01 19:00:00+00:00,0.0004003024003,3,1225379.435,0.004367150947,0,0,0,0,,0,0.001613266892,1973.68
CEL,incident_preceding,2022-06-01 20:00:00+00:00,0.0003986390988,4,1226871.94,0.006153872006,0,0,0,0,0.104082115,0,0.001217994164,1492.505
CEL,incident_preceding,2022-06-01 21:00:00+00:00,0.0004000383934,1,1226789.635,6.708491517e-05,0,0,0,0,0.1117497904,0,-6.708491517e-05,-82.3046
CEL,incident_preceding,2022-06-01 22:00:00+00:00,0.0003952212454,2,1227508.346,0.0005858467332,0,0,0,0,0.1208429842,0,0.0005858467332,718.7107
CEL,incident_preceding,2022-06-01 23:00:00+00:00,0.0003945351867,1,1228978.346,0.001197547866,0,0,0,0,0.126695431,0,0.001197547866,1470
CEL,incident_preceding,2022-06-02 00:00:00+00:00,0.0003942514325,1,1229176.669,0.0001613726561,0,0,0,0,0.1243732813,0,0.0001613726561,198.3235
CEL,incident_preceding,2022-06-02 01:00:00+00:00,0.000385442788,3,1235253.16,0.007045024134,0,0,0,0,,0,0.004943545588,6076.4909
CEL,incident_preceding,2022-06-02 02:00:00+00:00,0.0003838725137,1,1235149.871,8.361808197e-05,0,0,0,0,0.2652815309,0,-8.361808197e-05,-103.2895
CEL,incident_preceding,2022-06-02 03:00:00+00:00,0.0003807575202,1,1235649.871,0.0004048091749,0,0,0,0,0.1605494392,0,0.0004048091749,500
CEL,incident_preceding,2022-06-02 04:00:00+00:00,0.0003831084151,2,1235781.431,0.002024201563,0,0,0,0,,0,0.0001064706137,131.5604
CEL,incident_preceding,2022-06-02 05:00:00+00:00,0.0003829861403,1,1236581.431,0.0006473636679,0,0,0,0,0.1582393145,0,0.0006473636679,800
CEL,incident_preceding,2022-06-02 06:00:00+00:00,0.0003829861403,0,1236581.431,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-02 07:00:00+00:00,0.0003762479664,5,1234915.542,0.02123895583,0,0,0,0,0.1625039958,0,-0.001347172582,-1665.8886
CEL,incident_preceding,2022-06-02 08:00:00+00:00,0.0003882049202,1,1234277.534,0.0005166413233,0,0,0,0,0.1472237097,0,-0.0005166413233,-638.0084
CEL,incident_preceding,2022-06-02 09:00:00+00:00,0.0003893308022,3,1233903.524,0.0006919109977,0,0,0,0,0.1428272967,0,-0.0003030195314,-374.0102
CEL,incident_preceding,2022-06-02 10:00:00+00:00,0.0003877778225,2,1232883.483,0.00141829646,0,0,0,0,0.171447754,0,-0.0008266780832,-1020.041
CEL,incident_preceding,2022-06-02 11:00:00+00:00,0.0004314012094,43,1208885.001,0.1192833085,0,0,0,0,0.01832582357,0,-0.01946532866,-23998.4822
CEL,incident_preceding,2022-06-02 12:00:00+00:00,0.0004261589988,1,1210801.539,0.001585376937,0,0,0,0,0.03435134527,0,0.001585376937,1916.5384
CEL,incident_preceding,2022-06-02 13:00:00+00:00,0.0004332027892,9,1208618.768,0.02628331066,0,0,0,0,,0,-0.001802748947,-2182.7712
CEL,incident_preceding,2022-06-02 14:00:00+00:00,0.0004335453642,2,1207667.959,0.0007866903322,0,0,0,0,0.07273921003,0,-0.0007866903322,-950.8087
CEL,incident_preceding,2022-06-02 15:00:00+00:00,0.000427352385,2,1208283.38,0.001097105533,0,0,0,0,0.07714024885,0,0.0005095943759,615.4208
CEL,incident_preceding,2022-06-02 16:00:00+00:00,0.0004316536741,1,1209437.226,0.0009549465954,0,0,0,0,0.07656915132,0,0.0009549465954,1153.8461
CEL,incident_preceding,2022-06-02 17:00:00+00:00,0.0004317442142,1,1209289.451,0.0001221849277,0,0,0,0,0.062170353,0,-0.0001221849277,-147.775
CEL,incident_preceding,2022-06-02 18:00:00+00:00,0.0004317442142,0,1209289.451,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-02 19:00:00+00:00,0.0004317442142,0,1209289.451,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-02 20:00:00+00:00,0.0004423664489,6,1204709.045,0.0130102687,0,0,0,0,,0,-0.00378768383,-4580.4061
CEL,incident_preceding,2022-06-02 21:00:00+00:00,0.0004473361459,8,1199068.197,0.02512898897,0,0,0,0,,0,-0.004682332488,-5640.8483
CEL,incident_preceding,2022-06-02 22:00:00+00:00,0.0004459865111,3,1199879.03,0.002426509191,0,0,0,0,0.03519695289,0,0.0006762194196,810.8332
CEL,incident_preceding,2022-06-02 23:00:00+00:00,0.0004478255506,6,1199153.097,0.01230701323,0,0,0,0,,0,-0.0006050047396,-725.9325
CEL,incident_preceding,2022-06-03 00:00:00+00:00,0.0004464655049,4,1200518.462,0.005176087702,0,0,0,0,,0,0.001138607241,1365.3644
CEL,incident_preceding,2022-06-03 01:00:00+00:00,0.0004464655049,0,1200518.462,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-03 02:00:00+00:00,0.0005004922093,3,1199518.462,0.0301632979,0,0,0,0,-0.08916903616,0,-0.0008329734459,-1000
CEL,incident_preceding,2022-06-03 03:00:00+00:00,0.0004470686587,2,1199957.255,0.001692631222,0,0,0,0,0.0182173061,0,0.0003658079588,438.7934
CEL,incident_preceding,2022-06-03 04:00:00+00:00,0.0004470686587,0,1199957.255,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-03 05:00:00+00:00,0.0004486477756,1,1199845.809,9.287497494e-05,0,0,0,0,0.03193471566,0,-9.287497494e-05,-111.446
CEL,incident_preceding,2022-06-03 06:00:00+00:00,0.0004407910034,2,1204931.659,0.004238752981,0,0,0,0,0.04257818047,0,0.004238752981,5085.85
CEL,incident_preceding,2022-06-03 07:00:00+00:00,0.000442638056,2,1201872.799,0.002538617171,0,0,0,0,0.04287977445,0,-0.002538617171,-3058.8602
CEL,incident_preceding,2022-06-03 08:00:00+00:00,0.0004497793165,6,1200599.834,0.01820379637,0,0,0,0,0.02378691288,0,-0.001059151102,-1272.9649
CEL,incident_preceding,2022-06-03 09:00:00+00:00,0.0004491049806,3,1199528.666,0.004194402046,0,0,0,0,0.03002415785,0,-0.0008921941929,-1071.1682
CEL,incident_preceding,2022-06-03 10:00:00+00:00,0.0004603008545,4,1196449.324,0.005732399896,0,0,0,0,0.002249807545,0,-0.002567126645,-3079.342
CEL,incident_preceding,2022-06-03 11:00:00+00:00,0.0004393798763,7,1203472.307,0.01290390641,0,0,0,0,0.03913963734,0,0.005869854544,7022.9835
CEL,incident_preceding,2022-06-03 12:00:00+00:00,0.0004410524747,1,1203247.561,0.0001867483769,0,0,0,0,,0,-0.0001867483769,-224.7465
CEL,incident_preceding,2022-06-03 13:00:00+00:00,0.0004410524747,0,1203247.561,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-03 14:00:00+00:00,0.0004662563766,14,1193153.533,0.03536548453,0,0,0,0,-0.01109031048,0,-0.008388986546,-10094.0276
CEL,incident_preceding,2022-06-03 15:00:00+00:00,0.0004616232948,9,1195912.214,0.01072525869,0.003601068999,0,0,4296.6282,,0.003601068999,0.002312092051,2758.6808
CEL,incident_preceding,2022-06-03 16:00:00+00:00,0.0004660033102,3,1198357.777,0.007710347124,0,0,0,0,,0,0.002044935298,2445.5631
CEL,incident_preceding,2022-06-03 17:00:00+00:00,0.0004594378465,1,1199041.355,0.0005704287259,0,0,0,0,-0.007810754964,0,0.0005704287259,683.5777
CEL,incident_preceding,2022-06-03 18:00:00+00:00,0.0004620147422,1,1198427.701,0.0005117874354,0,0,0,0,-0.0195267247,0,-0.0005117874354,-613.6543
CEL,incident_preceding,2022-06-03 19:00:00+00:00,0.0004620147422,0,1198427.701,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-03 20:00:00+00:00,0.0004620147422,0,1198427.701,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-03 21:00:00+00:00,0.0004620147422,0,1198427.701,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-03 22:00:00+00:00,0.0004619633968,2,1197828.299,0.0005835997446,0,0,0,0,-0.03367848947,0,-0.0005001570806,-599.4021
CEL,incident_preceding,2022-06-03 23:00:00+00:00,0.0004619633968,0,1197828.299,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-04 00:00:00+00:00,0.0004619633968,0,1197828.299,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-04 01:00:00+00:00,0.0004568569173,2,1201215.966,0.002828174542,0,0,0,0,,0,0.002828174542,3387.6675
CEL,incident_preceding,2022-06-04 02:00:00+00:00,0.0004577956917,2,1200986.318,0.0001911792771,0,0,0,0,-0.01026156814,0,-0.0001911792771,-229.6476
CEL,incident_preceding,2022-06-04 03:00:00+00:00,0.0004552876823,1,1201055.4,5.752063861e-05,0,0,0,0,,0,5.752063861e-05,69.0815
CEL,incident_preceding,2022-06-04 04:00:00+00:00,0.0004544921582,1,1201283.065,0.0001895543703,0,0,0,0,-0.03048329073,0,0.0001895543703,227.6653
CEL,incident_preceding,2022-06-04 05:00:00+00:00,0.0004632064409,12,1198039.153,0.05094438544,0,0,0,0,-0.03542817643,0,-0.002700373121,-3243.9125
CEL,incident_preceding,2022-06-04 06:00:00+00:00,0.0004599643693,3,1197153.404,0.003556435189,0,0,0,0,,0,-0.0007393319309,-885.7486
CEL,incident_preceding,2022-06-04 07:00:00+00:00,0.0004620310891,1,1197731.004,0.0004824778496,0,0,0,0,-0.03712020765,0,0.0004824778496,577.6
CEL,incident_preceding,2022-06-04 08:00:00+00:00,0.0004606064393,2,1198525.922,0.0006636862512,0,0,0,0,,0,0.0006636862512,794.9176
CEL,incident_preceding,2022-06-04 09:00:00+00:00,0.0004627934434,5,1197349.863,0.005491707172,-0.0005694326569,0.0005694326569,682.4798,-682.4798,-0.03522343205,0.0005694326569,-0.0009812541212,-1176.0585
CEL,incident_preceding,2022-06-04 10:00:00+00:00,0.0004613376087,1,1202105.12,0.0002131843898,0.003758300008,0,0,4500,,0.003758300008,0.003971484397,4755.2563
CEL,incident_preceding,2022-06-04 11:00:00+00:00,0.0004569180249,1,1202205.888,8.382686203e-05,0,0,0,0,,0,8.382686203e-05,100.7687
CEL,incident_preceding,2022-06-04 12:00:00+00:00,0.0004569180249,0,1202205.888,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-04 13:00:00+00:00,0.0004601836854,1,1202705.888,0.0004159021386,0,0,0,0,-0.04154159021,0,0.0004159021386,500
CEL,incident_preceding,2022-06-04 14:00:00+00:00,0.0004611140165,1,1202076.977,0.0005229139611,0,0,0,0,-0.03276031006,0,-0.0005229139611,-628.9117
CEL,incident_preceding,2022-06-04 15:00:00+00:00,0.0004611140165,0,1202076.977,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-04 16:00:00+00:00,0.0004611140165,0,1202076.977,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-04 17:00:00+00:00,0.0004558632683,9,1204247.035,0.01837773847,0,0,0,0,,0,0.001805257852,2170.0589
CEL,incident_preceding,2022-06-04 18:00:00+00:00,0.0004530806185,1,1205738.852,0.001238796323,0,0,0,0,,0,0.001238796323,1491.8168
CEL,incident_preceding,2022-06-04 19:00:00+00:00,0.000452123931,1,1205624.724,9.465399559e-05,0,0,0,0,-0.03776712511,0,-9.465399559e-05,-114.128
CEL,incident_preceding,2022-06-04 20:00:00+00:00,0.000452123931,0,1205624.724,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-06-04 21:00:00+00:00,0.000457915242,4,1204459.661,0.00497354739,0,0,0,0,-0.04700165572,0,-0.0009663561775,-1165.0629
CEL,incident_preceding,2022-06-04 22:00:00+00:00,0.0004466642397,3,1208239.928,0.006293624389,0,0,0,0,-0.05899950067,0,0.003138558493,3780.2671
CEL,incident_preceding,2022-06-04 23:00:00+00:00,0.0004512181143,1,1208039.928,0.0009931802217,0.0008276501848,0,0,1000,-0.06491208446,0.0008276501848,-0.000165530037,-200
CEL,incident_preceding,2022-06-05 00:00:00+00:00,0.0004530421782,2,1208026.684,1.09635449e-05,0,0,0,0,-0.07614471898,0,-1.09635449e-05,-13.2444
